 ,Label,Area,Mean,X,Y
1,PRG_7102.JPG,0,134,1014.667,114.667
2,PRG_7102.JPG,0,132,1150.667,106.667
3,PRG_7102.JPG,0,132,1345.333,110.667
4,PRG_7102.JPG,0,131,1569.333,102.667
5,PRG_7102.JPG,0,135,1754.667,98.667
6,PRG_7102.JPG,0,141,2040,102.667
7,PRG_7102.JPG,0,143,2320,100
8,PRG_7102.JPG,0,131,2481.333,202.667
9,PRG_7102.JPG,0,158,2520,300
10,PRG_7102.JPG,0,144,2633.333,485.333
11,PRG_7102.JPG,0,236,2693.333,729.333
12,PRG_7102.JPG,0,185,2705.333,837.333
13,PRG_7102.JPG,0,167,2704,972
14,PRG_7102.JPG,0,140,266.667,542
15,PRG_7102.JPG,0,139,317.333,834
16,PRG_7102.JPG,0,140,346.667,1099.333
17,PRG_7102.JPG,0,137,362.667,1314
18,PRG_7102.JPG,0,144,358.667,1460.667
19,PRG_7102.JPG,0,135,839.667,1965.333
20,PRG_7102.JPG,0,138,1442.333,2042.667
21,PRG_7102.JPG,0,138,1531.667,2017.333
22,PRG_7102.JPG,0,132,1886.333,2000
23,PRG_7102.JPG,0,142,2195.667,1968
24,PRG_7102.JPG,0,140,2439.667,1892
25,PRG_7102.JPG,0,135,2534.333,1753.333
26,PRG_7102.JPG,0,79,2593,1614.667
27,PRG_7102.JPG,0,121,2669,1458.667
28,PRG_7102.JPG,0,135,2711.667,1521.333
29,PRG_7102.JPG,0,141,2731.667,1821.333
30,PRG_7102.JPG,0,139,2465,2029.333
31,PRG_7102.JPG,0,143,2199.667,2014.667
32,PRG_7102.JPG,0,140,1729,2017.333
33,PRG_7102.JPG,0,147,863.667,1806.667
34,PRG_7102.JPG,0,105,821,1717.333
35,PRG_7102.JPG,0,131,427.667,1868
36,PRG_7102.JPG,0,100,529,1780
37,PRG_7102.JPG,0,126,635.667,1742.667
38,PRG_7102.JPG,0,151,566.333,1522.667
39,PRG_7102.JPG,0,153,349,1320
40,PRG_7102.JPG,0,138,162.333,1290.667
41,PRG_7102.JPG,0,133,217,1490.667
42,PRG_7102.JPG,0,149,666.333,1461.333
43,PRG_7102.JPG,0,123,511.667,1206.667
44,PRG_7102.JPG,0,138,291.667,1142.667
45,PRG_7102.JPG,0,141,226.333,1168
46,PRG_7102.JPG,0,134,242.333,1298.667
47,PRG_7102.JPG,0,142,281,1409.333
48,PRG_7102.JPG,0,130,299.667,1712
49,PRG_7102.JPG,0,138,333,1838.667
50,PRG_7102.JPG,0,136,575.667,1952
51,PRG_7102.JPG,0,134,737,1846.667
52,PRG_7102.JPG,0,150,705,1844
53,PRG_7102.JPG,0,137,694.333,1800
54,PRG_7102.JPG,0,141,678.333,1734.667
55,PRG_7102.JPG,0,132,703.667,1724
56,PRG_7102.JPG,0,139,197.333,630.333
57,PRG_7102.JPG,0,143,216,477
58,PRG_7102.JPG,0,138,345.333,387.667
59,PRG_7102.JPG,0,86,506.667,385
60,PRG_7102.JPG,0,144,538.667,390.333
61,PRG_7102.JPG,0,155,574.667,415.667
62,PRG_7102.JPG,0,158,612,405
63,PRG_7102.JPG,0,83,522.667,198.333
64,PRG_7102.JPG,0,31,502.667,178.333
65,PRG_7102.JPG,0,88,636,186.333
66,PRG_7102.JPG,0,79,645.333,183.667
67,PRG_7102.JPG,0,133,590.667,157
68,PRG_7102.JPG,0,135,565.333,165
69,PRG_7102.JPG,0,134,300,161
70,PRG_7102.JPG,0,135,236,225
71,PRG_7102.JPG,0,140,292,449
72,PRG_7102.JPG,0,140,305.333,499.667
73,PRG_7102.JPG,0,142,326.667,670.333
74,PRG_7102.JPG,0,142,260,815.667
75,PRG_7102.JPG,0,136,118.667,910.333
76,PRG_7102.JPG,0,144,2677.333,493.333
77,PRG_7102.JPG,0,234,2700,713.333
78,PRG_7102.JPG,0,139,2778.667,1014.667
79,PRG_7102.JPG,0,142,2797.333,1201.333
80,PRG_7102.JPG,0,122,2750.667,1266.667
81,PRG_7102.JPG,0,143,2710.667,1150.667
82,PRG_7102.JPG,0,141,2641.333,1198.667
83,PRG_7102.JPG,0,61,2597.333,1204
84,PRG_7102.JPG,0,140,2652,1206.667
85,PRG_7102.JPG,0,123,2689.333,1262.667
86,PRG_7102.JPG,0,118,2736,1285.333
87,PRG_7102.JPG,0,125,2670.667,1326.667
88,PRG_7102.JPG,0,95,2718.667,1392
89,PRG_7102.JPG,0,97,2736,1426.667
90,PRG_7102.JPG,0,113,2730.667,1477.333
91,PRG_7102.JPG,0,147,2528,1614.667
92,PRG_7102.JPG,0,163,2313.333,1653.333
93,PRG_7102.JPG,0,141,2276,1694.667
94,PRG_7102.JPG,0,126,2346.667,1689.333
95,PRG_7102.JPG,0,110,2449.333,1689.333
96,PRG_7102.JPG,0,144,2442.667,1774.667
97,PRG_7102.JPG,0,127,2373.333,1808
98,PRG_7102.JPG,0,117,2314.667,1778.667
99,PRG_7102.JPG,0,134,2401.333,1744
100,PRG_7102.JPG,0,137,2441.333,1585.333
101,PRG_7102.JPG,0,138,2025.333,1909.333
102,PRG_7102.JPG,0,145,1958.667,1842.667
103,PRG_7102.JPG,0,107,1929.333,1760
104,PRG_7102.JPG,0,129,1912,1724
105,PRG_7102.JPG,0,128,1884,1728
106,PRG_7102.JPG,0,138,1912,1858.667
107,PRG_7102.JPG,0,142,1984,1860
108,PRG_7102.JPG,0,135,2314.667,1824
109,PRG_7102.JPG,0,129,2234.667,1848
110,PRG_7102.JPG,0,125,2194.667,1873.333
111,PRG_7102.JPG,0,129,2240,1884
112,PRG_7102.JPG,0,193,2293.333,1870.667
113,PRG_7102.JPG,0,140,2334.667,1874.667
114,PRG_7102.JPG,0,139,2364,1864
115,PRG_7102.JPG,0,131,2416,1870.667
116,PRG_7102.JPG,0,173,2437.333,1880
117,PRG_7102.JPG,0,151,2496,1882.667
118,PRG_7102.JPG,0,94,2541.333,1870.667
119,PRG_7102.JPG,0,44,2613.333,1864
120,PRG_7102.JPG,0,113,2624,1849.333
121,PRG_7102.JPG,0,136,874.333,2025.333
122,PRG_7102.JPG,0,141,997,1996
123,PRG_7102.JPG,0,136,986.333,1996
124,PRG_7102.JPG,0,137,634.333,2022.667
125,PRG_7102.JPG,0,129,565,2008
126,PRG_7102.JPG,0,139,569,1870.667
127,PRG_7102.JPG,0,138,613,1816
128,PRG_7102.JPG,0,133,578.333,1756
129,PRG_7102.JPG,0,122,609,1708
130,PRG_7102.JPG,0,109,803.667,1694.667
131,PRG_7102.JPG,0,141,875.667,1689.333
132,PRG_7102.JPG,0,139,931.667,1668
133,PRG_7102.JPG,0,134,931.667,1636
134,PRG_7102.JPG,0,138,256,1010
135,PRG_7102.JPG,0,136,302.667,916.667
136,PRG_7102.JPG,0,138,381.333,872.667
137,PRG_7102.JPG,0,137,517.333,887.333
138,PRG_7102.JPG,0,150,546.667,886
139,PRG_7102.JPG,0,141,288,345.333
140,PRG_7102.JPG,0,138,444,322.667
141,PRG_7102.JPG,0,71,485.333,357.333
142,PRG_7102.JPG,0,113,517.333,469.333
143,PRG_7102.JPG,0,145,625.333,488
144,PRG_7102.JPG,0,132,689.333,470.667
145,PRG_7102.JPG,0,147,676,408
146,PRG_7102.JPG,0,131,664,296
147,PRG_7102.JPG,0,137,718.667,310.667
148,PRG_7102.JPG,0,112,720,244
149,PRG_7102.JPG,0,145,805.333,189.333
